Date,Price
2024-10-31,11.04237336146651
2024-11-30,10.643660604818619
2024-12-31,10.138375962286627
2025-01-31,9.526170577772955
2025-02-28,8.870376495787074
2025-03-31,8.017494128768872
2025-04-30,7.05151610568249
2025-05-31,5.892426373497528
2025-06-30,4.599083830019201
2025-07-31,3.0675871747298844
2025-08-31,1.318778791176502
2025-09-30,-0.5997566636879714
